name,device_role,tenant,manufacturer,model_name,platform,serial,asset_tag,status,site,rack_group,rack_name,position,face,comments
napacilf05,Server,,Cisco,N9K-C93120TX,,FDO21131N44,,Active,NAP Cage 1,,R1-06,45,Front,
napacilf06,APIC Leaf,,Cisco,N9K-C93120TX,,FDO20401B33,,Active,NAP Cage 1,,R1-07,45,Front,
NAPACILF07,APIC Leaf,,Cisco,N9K-C93120TX,,FDO22042NFH,,Active,NAP Cage 1,,R2-01,45,Rear,
NAPACILF08,APIC Leaf,,Cisco,N9K-C93120TX,,FDO22042N5N,,Active,NAP Cage 1,,R2-02,45,Rear,
napacilf00-a,APIC Leaf,,Cisco,N9K-C9372TX-E,,FDO2024094W,,Active,NAP Cage 1,,R1-01,35,Front,
napacilf00-b,APIC Leaf,,Cisco,N9K-C9372TX-E,,FDO202616N3,,Active,NAP Cage 1,,R1-01,34,Front,
napacilf01-a,APIC Leaf,,Cisco,N9K-C9372TX-E,,FDO202616N0,,Active,NAP Cage 1,,R1-02,46,Front,
napacilf01-b,APIC Leaf,,Cisco,N9K-C9372TX-E,,FDO202616H4,,Active,NAP Cage 1,,R1-02,45,Front,
napacilf02-a,APIC Leaf,,Cisco,N9K-C9372TX-E,,FDO20230AUX,,Active,NAP Cage 1,,R1-03,46,Front,
napacilf02-b,APIC Leaf,,Cisco,N9K-C9372TX-E,,FDO20230AQQ,,Active,NAP Cage 1,,R1-03,45,Front,
napacilf03-a,APIC Leaf,,Cisco,N9K-C9372TX-E,,FDO20240915,,Active,NAP Cage 1,,R1-04,46,Front,
napacilf03-b,APIC Leaf,,Cisco,N9K-C9372TX-E,,FDO202616LE,,Active,NAP Cage 1,,R1-04,45,Front,
napacisp-a,APIC Spine,,Cisco,N9K-C9336PQ,,SAL2027SZWJ,,Active,NAP Cage 1,,R1-01,38,Front,
napacisp-b,APIC Spine,,Cisco,N9K-C9336PQ,,SAL2036UVXG,,Active,NAP Cage 1,,R1-01,36,Front,
napad01,Server,,Dell,R320,,1BNTZ72,1BNTZ72,Active,NAP Cage 1,,R1-01,29,Front,
napad02,Server,,Dell,R320,,DQHQZ12,DQHQZ12,Active,NAP Cage 1,,R1-01,30,Front,
napasa01,Firewall,,Cisco,ASA5555,,FCH20357ZVJ,,Active,NAP Cage 1,,R1-01,41,Front,
napasa02,Firewall,,Cisco,ASA5555,,FCH20417XX6,,Active,NAP Cage 1,,R1-01,42,Front,
napisr00,Router,,Cisco,ISR4431,,FJC2040D0RJ,,Active,NAP Cage 1,,R1-01,46,Front,
napisr01,Router,,Cisco,ISR4431,,FJC2040D0RK,,Active,NAP Cage 1,,R1-01,45,Front,
naplomsw01 stack member 1,LOM Switch,,Cisco,WS-C2960X-48TS-L,,FCW2148B5C1,,Active,NAP Cage 1,,R2-01,47,Rear,
naplomsw01 stack member 2,LOM Switch,,Cisco,WS-C2960X-48TS-L,,FOC2148V1NT,,Active,NAP Cage 1,,R2-02,47,Rear,
nas01,Server,,Super Micro,12x3.5 Inch Bays (2U),,,,Active,NAP Cage 1,,R1-02,28,Front,
nas02,Server,,Super Micro,12x3.5 Inch Bays (2U),,,,Active,NAP Cage 1,,R1-02,26,Front,
nas03,Server,,Super Micro,8x3.5 Inch Bays (2U),,,,Active,NAP Cage 1,,R1-02,33,Front,
nas04,Server,,Super Micro,8x3.5 Inch Bays (2U),,,,Active,NAP Cage 1,,R1-02,16,Front,
networkservices2,Server,,Dell,R620,,385W8Z1,385W8Z1,Active,NAP Cage 1,,R1-07,37,Front,LOM 10.141.8.59
networkservices.ss.nap.pdrop.net,Server,,Dell,R630,,DF6KFB2,DF6KFB2,Active,NAP Cage 1,,R1-07,43,Front,LOM 10.141.8.54
new freestyle01,Server,,Dell,R630,,870Q7M2,,Staged,NAP Cage 1,,R2-01,25,Front,
new freestyle02,Server,,Dell,R630,,870N7M2,,Active,NAP Cage 1,,Location pending audit,,,
nyp-pdrpapp1-cj,Server,,Dell,R630,,FNH0482,FNH0482,Active,NAP Cage 1,,R2-02,29,Front,LOM IP: 10.141.1.209
nyp-pdrpapp2-cj,Server,,Dell,R630,,FNH1482,FNH1482,Active,NAP Cage 1,,R2-02,28,Front,LOM IP: 10.141.1.210
nyp-pdrpia1-cj,Server,,Dell,R630,,38XLT52,38XLT52,Active,NAP Cage 1,,R2-02,30,Front,LOM IP: 10.141.1.217
nyp-pdrpia1-csc,Server,,Dell,R630,,J50DBZ1,J50DBZ1,Active,NAP Cage 1,,R2-02,31,Front,LOM IP: 10.141.1.218
nyp-pdrpia1-dsc,Server,,Dell,R630,,FNH4482,FNH4482,Active,NAP Cage 1,,R2-02,33,Front,LOM IP: 10.141.1.215
nyp-pdrpia1-ho,Server,,Dell,R630,,FNH3482,FNH3482,Active,NAP Cage 1,,R2-02,32,Front,LOM IP: 10.141.1.216
onboarding-a,Server,,Super Micro,8x3.5 Inch Bays (2U),,,,Active,NAP Cage 1,,R1-07,22,Front,no IPMI
onboarding-b,Server,,Super Micro,8x3.5 Inch Bays (2U),,,,Active,NAP Cage 1,,R1-07,20,Front,
onboarding-c,Server,,Super Micro,8x2.5 Inch Bays (1U),,,,Active,NAP Cage 1,,R1-07,17,Front,
onboarding-d,Server,,Super Micro,8x2.5 Inch Bays (1U),,,,Active,NAP Cage 1,,R1-07,16,Front,
onboarding-e,Server,,Super Micro,10x2.5 Inch Bays (1U),,,,Active,NAP Cage 1,,R1-07,15,Front,
onboarding-f,Server,,Super Micro,10x2.5 Inch Bays (1U),,,,Active,NAP Cage 1,,R1-07,14,Front,
ops-nas-01.nap.pdrop.net,Server,,Dell,R540,,BFZLQP2,BFZLQP2,Active,NAP Cage 1,,R1-02,35,Front,IDRAC IP:
opsutil01,Server,,Dell,R620,,CW5QZ12,CW5QZ12,Active,NAP Cage 1,,R1-02,18,Front,LOM 10.141.8.53
orly-app01,Server,,Dell,R620,,385Y8Z1,385Y8Z1,Active,NAP Cage 1,,R1-05,27,Front,LOM 10.141.8.113
orly-int01,Server,,Dell,R620,,7KY5942,7KY5942,Active,NAP Cage 1,,R1-05,28,Front,LOM 10.141.8.112
orly-pkt01,Server,,Dell,R620,,CW4QZ12,CW4QZ12,Active,NAP Cage 1,,R1-05,31,Front,LOM 10.141.8.69
ovirtengine,Server,,Super Micro,10x2.5 Inch Bays (1U),,05908,05908,Active,NAP Cage 1,,R1-06,19,Front,
ovirtnode01,Server,,Super Micro,10x2.5 Inch Bays (1U),,05918,05918,Active,NAP Cage 1,,R1-06,17,Front,
ovirtnode04,Server,,Dell,R620,,384W8Z1,384W8Z1,Active,NAP Cage 1,,R1-07,36,Front,LOM 10.141.0.112
passcallcapture,Server,,Dell,R620,Linux,384y8z1,,Active,Biltmore Suite 770 Server Room,,Floor 7 Rack 2,35,Front,Front LCD displays only ST
pdu-0.002045.sv1.eqx,PDU,,Chatsworth,L5-1F0C3,,,,Active,Equinix Silicon Valley,,002035,,Rear,Right
pdu-0.r103.dc3.eqx,PDU,,Chatsworth,L5-1F0C3,,,,Active,Equinix District of Columbia,Cage 005325,0103,,Rear,Right
pdu-0.r104.dc3.eqx,PDU,,Chatsworth,L5-1F0C3,,,,Active,Equinix District of Columbia,Cage 005325,0104,,,
pdu-1.002045.sv1.eqx,PDU,,Chatsworth,L5-1F0C3,,,,Active,Equinix Silicon Valley,,002035,,Rear,Left
pdu-1.r103.dc3.eqx,PDU,,Chatsworth,L5-1F0C3,,,,Active,Equinix District of Columbia,Cage 005325,0103,,Rear,Left
Pending (from Carlos),Server,,Super Micro,Blade Server,,,,Active,NAP Cage 1,,R1-07,34,Front,Get IPMI + blade s/n from Carlos
pinlb-build-01,Server,,Super Micro,10x2.5 Inch Bays (1U),,,,Active,NAP Cage 1,,R1-05,25,Front,
powerin.dc3.eqx,PDU,,Equinix,Equinix-Distribution,,,,Active,Equinix District of Columbia,Cage 005325,0103,,,
powerin.sv1.eqx,PDU,,Equinix,Equinix-Distribution,,,,Active,Equinix Silicon Valley,,002035,,,
PowerVault Chassis,Server,,Dell,PowerVault MD3420,,FSRXTQ2,FSRXTQ2,Active,NAP Cage 1,,R2-R5,28,Front,JBOD Device
prakash01,Server,,Dell,R620,,386W8Z1,386W8Z1,Active,NAP Cage 1,,R1-06,28,Front,LOM: 10.141.0.122
prakash-db-01,Server,,Dell,R730,,9L7D482,9L7D482,Active,NAP Cage 1,,R1-05,34,Front,LOM 10.141.8.111
proxmox-c01-h01,Server,,Dell,R630,,15HVKB2,15HVKB2,Active,NAP Cage 1,,R1-02,44,Front,LOM 10.141.0.114
proxmox-c01-h02,Server,,Dell,R630,,15HXKB2,15HXKB2,Active,NAP Cage 1,,R1-02,43,Front,LOM 10.141.0.32
proxmox-c01-h03,Server,,Dell,R630,,15GXKB2,15GXKB2,Active,NAP Cage 1,,R1-02,42,Front,LOM 10.141.0.33
proxmox-c01-h04,Server,,Dell,R630,,11BB482,11BB482,Active,NAP Cage 1,,R1-02,41,Front,LOM 10.141.8.56
proxmox-c01-h05,Server,,Dell,R630,,11B7482,11B7482,Active,NAP Cage 1,,R1-02,40,Front,LOM 10.141.8.55
proxmox-dmz-01,Server,,Dell,R320,,870WX12,870WX12,Active,NAP Cage 1,,R1-06,36,Front,LOM 10.141.8.79
proxmox-dmzdemo-02,Server,,Dell,R620,,CB1X942,CB1X942,Active,NAP Cage 1,,R1-06,37,Front,LOM: 10.141.8.87
proxmox-jenkins-h01,Server,,Dell,R730,,9L7F482,9L7F482,Active,NAP Cage 1,,R1-02,37,Front,LOM 10.141.8.58
proxmox-ops01,Server,,Dell,R620,Linux,15HWKB2,,Active,Biltmore Suite 770 Server Room,,Floor 7 Rack 1,31,Front,LOM = 10.20.2.128
QA-UPS-1,PDU,,APC,Smart-UPS 2200,,,,Active,Biltmore Suite 500 Server Room,,QA,1,Front,
QA-UPS-2,PDU,,APC,Smart-UPS 2200,,,,Active,Biltmore Suite 500 Server Room,,QA,3,Front,
QA-UPS-3,PDU,,APC,Smart-UPS 3000,,,,Active,Biltmore Suite 500 Server Room,,QA,5,Front,
QA-UPS-4,PDU,,APC,Smart-UPS 3000,,,,Active,Biltmore Suite 500 Server Room,,QA,7,Front,
rdnpndappp01,Server,,Dell,R630,,JLG8FB2,JLG8FB2,Active,NAP Cage 1,,R1-04,15,Front,LOM 10.141.1.70
rdnpndappp02,Server,,Dell,R630,,FDGBGB2,FDGBGB2,Active,NAP Cage 1,,R2-R5,39,Front,LOM 10.141.1.71
rdnpndintp01,Server,,Dell,R630,,25JMT52,25JMT52,Active,NAP Cage 1,,R1-04,27,Front,LOM 10.141.1.11
rdnpndintp03,Server,,Dell,R630,,25KKT52,25KKT52,Active,NAP Cage 1,,R1-04,31,Front,LOM 10.141.1.13
rdnpndintp04,Server,,Dell,R630,,261LT52,261LT52,Active,NAP Cage 1,,R1-04,41,Front,LOM 10.141.1.14
rdnpndintp06,Server,,Dell,R630,,4H79W52,4H79W52,Active,NAP Cage 1,,R1-04,40,Front,LOM 10.141.1.21
rdnpndintp07,Server,,Dell,R630,,7CG1X52,7CG1X52,Active,NAP Cage 1,,R1-04,29,Front,LOM 10.141.1.22
rdnpndintp08,Server,,Dell,R630,,7CGBX52,7CGBX52,Active,NAP Cage 1,,R1-04,24,Front,LOM 10.141.1.23
rdnpndintp09,Server,,Dell,R630,,7CH3X52,7CH3X52,Active,NAP Cage 1,,R1-04,39,Front,LOM 10.141.1.24
rdnpndpbrp01,Server,,Dell,R630,,4PM2382,4PM2382,Active,NAP Cage 1,,R1-03,23,Front,LOM 10.141.1.19
rdnpndpbrp03,Server,,Dell,R630,,4PM3382,10255879442,Active,NAP Cage 1,,Location pending audit,,,LOM 10.141.1.29
Reclaim2-OPS-8043,Server,,Dell,R630,,JLDCFB2,JLDCFB2,Active,NAP Cage 1,,R1-04,18,Front,LOM 10.141.1.41
Reclaim-OPS-8043,Server,,Dell,R630,,25KHT52,25KHT52,Active,NAP Cage 1,,R1-04,22,Front,LOM 10.141.1.12
researchesxi01,Server,,Dell,R620,,FTZXL02,FTZXL02,Active,NAP Cage 1,,R1-07,24,Front,LOM 10.141.8.75
res-gpu-01,Server,,Dell,C4130,,H6WTMN2,,Active,NAP Cage 1,,R2-01,37,Front,idrac IP: 10.141.0.142
res-nas-01.nap.pdrop.net,Server,,Dell,R540,,4CBDCP2,4CBDCP2,Active,NAP Cage 1,,R1-02,30,Front,IDRAC IP: 10.141.0.144
res-perf01,Server,,Dell,R320,,B4Y6842,24243867794,Active,NAP Cage 1,,R1-07,19,Front,IDRAC: 10.141.8.106 / res-perf01.idrac.pdrop.net
res-perf02,Server,,Dell,R320,,CSRXT52,CSRXT52,Active,NAP Cage 1,,R1-07,18,Front,10.141.8.102
rvapndintp01,Server,,Dell,R630,,8QMKT52,19024301702,Active,NAP Cage 1,,Location pending audit,,,LOM 10.141.1.31
rvapndintp02,Server,,Dell,R630,,8QMLT52,19024348358,Active,NAP Cage 1,,Location pending audit,,,LOM 10.141.1.32
rvapndintp03,Server,,Dell,R630,,8QMMT52,19024395014,Active,NAP Cage 1,,Location pending audit,,,LOM 10.141.1.33
rvapndintp04,Server,,Dell,R630,,JLFDFB2,JLFDFB2,Active,NAP Cage 1,,R2-04,35,Front,LOM 10.141.1.34
rvapndintp07,Server,,Dell,R630,,JLF9FB2,JLF9FB2,Active,NAP Cage 1,,R2-R5,36,Front,LOM 10.141.1.42
rvapndintp08,Server,,Dell,R630,,JLF7FB2,42654194750,Active,NAP Cage 1,,Location pending audit,,,LOM 10.141.1.43
rvapndintp09,Server,,Dell,R630,,JLFBFB2,42654381374,Active,NAP Cage 1,,Location pending audit,,,LOM 10.141.1.44
rvapndpbrp01,Server,,Dell,R630,,4PMX282,4PMX282,Active,NAP Cage 1,,R1-03,22,Front,LOM 10.141.1.39
rvapndpbrp03,Server,,Dell,R630,,4PN2382,10257512402,Active,NAP Cage 1,,Location pending audit,,,LOM 10.141.1.49
sangoma,Server,,Dell,R320,,13LRR22,13LRR22,Active,NAP Cage 1,,R1-02,1,Front,LOM 10.141.8.57
SAS-1,SAS,,Metaswitch,SAS-R730XD,,HKL78M2,,Active,Equinix District of Columbia,Cage 005325,0103,28,Front,
secopsesa02? (OFF),Server,,Dell,R620,,DQJMZ12,DQJMZ12,Active,NAP Cage 1,,R1-06,27,Front,LOM: 10.141.0.131
secopstest01,Server,,Dell,R620,,FTZYL02,34465654226,Active,NAP Cage 1,,R1-06,26,Front,LOM 10.141.0.121
secopstest2,Server,,Super Micro,8x2.5 Inch Bays (1U),,08136,08136,Active,NAP Cage 1,,R1-06,20,Front,
sfopndintp01,Server,,Dell,R630,,JLHBFB2,JLHBFB2,Active,NAP Cage 1,,R1-04,25,Front,LOM 10.141.1.51
sfopndintp02,Server,,Dell,R630,,JLJ7FB2,JLJ7FB2,Active,NAP Cage 1,,R2-R5,35,Front,LOM 10.141.1.52
sfopndintp03,Server,,Dell,R630,,JLHDFB2,JLHDFB2,Active,NAP Cage 1,,R2-R5,37,Front,LOM 10.141.1.53
sfopndintp04,Server,,Dell,R630,,JLJDFB2,JLJDFB2,Active,NAP Cage 1,,R1-04,28,Front,LOM 10.141.1.54
sfopndintp06,Server,,Dell,R630,,JLH7FB2,42657553982,Active,NAP Cage 1,,Location pending audit,,,LOM 10.141.1.61
sfopndintp08,Server,,Dell,R630,,JLHCFB2,JLHCFB2,Active,NAP Cage 1,,R2-R5,38,Front,LOM 10.141.1.63
sfopndintp09,Server,,Dell,R630,,JLJBFB2,JLJBFB2,Active,NAP Cage 1,,R2-04,36,Front,LOM 10.141.1.64
sfopndpbrp01,Server,,Dell,R630,,4PMZ282,10257371138,Active,NAP Cage 1,,Location pending audit,,,LOM 10.141.1.59
sfopndpbrp03,Server,,Dell,R630,,4PN0382,10257419090,Active,NAP Cage 1,,Location pending audit,,,LOM 10.141.1.69
Shelf,Shelf / Cable Management,,Generic,Shelf-CableManagement,,,,Active,Equinix District of Columbia,Cage 005325,0104,38,Rear,
SIPREC-ESXI,Server,,Dell,R320,,870XX12,870XX12,Active,NAP Cage 1,,R1-06,35,Front,LOM 10.141.8.74
skunk-lab01,Server,,Dell,R330,,,,Active,Equinix District of Columbia,Cage 005325,0104,35,Front,
skunk-lab02,Server,,Dell,R330,,,,Active,Equinix District of Columbia,Cage 005325,0104,34,Front,
skunk-lab03,Server,,Dell,R330,,,,Active,Equinix District of Columbia,Cage 005325,0104,33,Front,
SM1,Server,,Super Micro,8x3.5 Inch Bays (2U),,S09628225215552,S09628225215552,Active,NAP Cage 1,,R1-07,40,Front,software services
SM2,Server,,Super Micro,8x3.5 Inch Bays (2U),,S09628225215577,S09628225215577,Active,NAP Cage 1,,R1-07,38,Front,software services
splunk01,Server,,Dell,R320,Ubuntu 14 LTS,bgwkqd2,,Active,Biltmore Suite 770 Server Room,,Floor 7 Rack 2,8,Front,
splunk01.nap.pdrop.net,Server,,Dell,R320,,BGWLQD2,BGWLQD2,Active,NAP Cage 1,,R1-02,19,Front,LOM 10.141.0.105
ss7-01,Server,,Dell,R320,Ubuntu 14 LTS,cstzt52,,Active,Biltmore Suite 770 Server Room,,Floor 7 Rack 1,23,Front,
ss7-02,Server,,Dell,R320,Ubuntu 14 LTS,cstxt52,,Active,Biltmore Suite 770 Server Room,,Floor 7 Rack 1,22,Front,LOM = 192.168.0.120
SSC1,SSC,Carrier Platform,Metaswitch,SSC-R630-2CORE,Linux,,,Active,Equinix Silicon Valley,,002035,30,Rear,
SSC2,SSC,Carrier Platform,Metaswitch,SSC-R630-2CORE,,,,Active,Equinix Silicon Valley,,002035,29,Rear,
ss-powervault-01.nap.pdrop.net,Server,,Dell,PowerVault MD1200,,6HK00M2,6HK00M2,Active,NAP Cage 1,,R2-R5,33,Front,JBOD device
s-support-lab-002-int-001,Server,Buckalew,Dell,R630,,6VH8T52,,Active,Biltmore Suite 500 Server Room,,CS,27,Front,LOM = 10.20.11.128
stress14g-ams-donna,Server,,Dell,R640,,FGZPHQ2,FGZPHQ2,Active,NAP Cage 1,,R2-03,17,Front,LOM = 10.141.8.116
stress14g-app01-chris,Server,,Dell,R640,,FV3NHQ2,FV3NHQ2,Active,NAP Cage 1,,R2-03,26,Front,LOM = 10.141.0.173
stress14g-app02-ann,Server,,Dell,R640,,FV3LHQ2,FV3LHQ2,Active,NAP Cage 1,,R2-03,25,Front,LOM = 10.141.0.174
stress14g-broker01-tom,Server,,Dell,R640,,FH0JHQ2,FH0JHQ2,Active,NAP Cage 1,,R2-03,18,Front,LOM = 10.141.0.181
stress14g-esa-april,Server,,Dell,R640,,DJ8NHQ2,DJ8NHQ2,Active,NAP Cage 1,,R2-03,21,Front,LOM = 10.141.0.179
stress14g-int01-leslie,Server,,Dell,R640,,FV3PHQ2,FV3PHQ2,Active,NAP Cage 1,,R2-03,24,Front,LOM = 10.141.0.175
stress14g-int02-ron,Server,,Dell,R640,,FV3KHQ2,FV3KHQ2,Active,NAP Cage 1,,R2-03,23,Front,LOM = 10.141.0.176
stress14g-int03-jerry,Server,,Dell,R640,,FV3MHQ2,FV3MHQ2,Active,NAP Cage 1,,R2-03,22,Front,LOM = 10.141.0.177
stress14g-pbint01-andy,Server,,Dell,R640,,DJ8PHQ2,DJ8PHQ2,Active,NAP Cage 1,,R2-03,20,Front,"LOM = 10.141.0.183

(was 10.141.0.179 before replacing planar board 10/2/18 - CDA)"
stress14g-pbint02-ben,Server,,Dell,R640,,FGZNHQ2,FGZNHQ2,Active,NAP Cage 1,,R2-03,19,Front,LOM = 10.141.0.180
stress-atl-int06,Server,,Dell,R630,,CW5NZ12,CW5NZ12,Active,NAP Cage 1,,R2-04,12,Front,LOM IP: 10.141.1.182
stress-cctg,Server,,Dell,R630,,FNGZ372,FNGZ382,Active,NAP Cage 1,,R2-04,11,Front,LOM IP: 10.141.1.207
Summit 400-24T,Management Switch,,Extreme,X460-G2,,0611G-00667,,Active,Biltmore Suite 500 Server Room,,DevOps,41,Front,1U . not really an X460-G2 it is a 400-24T model #16131
SV1-460-0-1,Access Switch,,Extreme,X460-G2,Linux,1748N-47398,,Active,Equinix Silicon Valley,,002035,32,Rear,
SV1 ATT AVPN 1,Router,Carrier Platform,Cisco,ASR 1001,Linux,,,Active,Equinix Silicon Valley,,002035,28,Front,
SV1 ATT AVPN 2,Router,Carrier Platform,Cisco,ASR 1001,Linux,,,Active,Equinix Silicon Valley,,002035,27,Front,
TAP 02,Management Switch,,DualComm,ETAP,,ETAP-2105,,Active,Biltmore Suite 500 Server Room,,DevOps,,,CS-gregbuckalew-02
TAP-01,Management Switch,,DualComm,ETAP,,ETAP-2105,,Active,Biltmore Suite 500 Server Room,,DevOps,,,"dualcomm ETAP-2105 
CS-gbuckalew"
TC-03-UPS1,PDU,,APC,Smart-UPS C1500,,,,Active,Biltmore Suite 800 Server Room,,TelCo-Rack 3,,,
TC-1-01,Access Switch,,Dell,N2048,,,,Active,Biltmore Suite 770 Server Room,,TelCo-Rack1,41,Front,
TC-1-04,Access Switch,,Dell,N2048,,,,Active,Biltmore Suite 770 Server Room,,TelCo-Rack1,22,Front,
TC1-02,Access Switch,,Dell,N2048,,,,Active,Biltmore Suite 770 Server Room,,TelCo-Rack1,38,Front,
TC1-03,Access Switch,,Dell,N2048,,,,Active,Biltmore Suite 770 Server Room,,TelCo-Rack1,26,Front,
TelcoBridges,Server,,TelcoBridges,2uTelcoBridges Device,,TB016380,,Active,Biltmore Suite 500 Server Room,,DevOps,9,Front,telcobridge 2U
temp tdm generator,Server,,Super Micro,4x3.5 Inch Bays (1U),,,,Active,Biltmore Suite 500 Server Room,,DevOps,26,Front,GLIM's old box
THAIN APP 00,Server,,Dell,R620,,CW5PZ12,,Active,Biltmore Suite 500 Server Room,,DevOps,18,Front,LOM = 10.20.10.219
THAIN BPINT 00,Server,,Dell,R630,,119C482,,Active,Biltmore Suite 500 Server Room,,DevOps,17,Front,LOM = 10.20.10.220
THAIN PBINT 01,Server,,Dell,R630,,11B8482,,Active,Biltmore Suite 500 Server Room,,DevOps,16,Front,LOM = 10.20.10.221
tooling-kvm01,Server,,Dell,R930,,1SPC482,1SPC482,Active,NAP Cage 1,,R1-06,22,Front,LOM 10.141.0.120
tooling-kvm02,Server,,Dell,R630,,870P7M2,870P7M2,Active,NAP Cage 1,,R2-04,40,Front,LOM IP: 10.141.0.143
tooling-kvmtmp-01,Server,,Dell,R630,,870N7M2,870N7M2,Active,NAP Cage 1,,R2-04,38,Front,LOM IP: 10.141.8.89
UNLABED SM,Server,,Super Micro,4x3.5 Inch Bays (1U),,,,Active,Biltmore Suite 500 Server Room,,DevOps,40,Front,Powered OFF
Unlabled,Server,,Dell,R620,,j4zv8z1,,Active,Biltmore Suite 770 Server Room,,Floor 7 Rack 2,26,Front,"No Console Response
LCD only displays ST"
Unlabled-XPS,Server,,Dell,T430,,,,Active,Biltmore Suite 770 Server Room,,TelCo-Rack1,,,
V6100,Server,,Super Micro,4x3.5 Inch Bays (1U),,,,Active,Biltmore Suite 500 Server Room,,DevOps,39,Front,Taped up SN'd drives
voltron-01,Server,,Super Micro,10x2.5 Inch Bays (1U),,,,Active,NAP Cage 1,,R1-07,8,Front,
Vormetric Card Reader,Server,,Generic,Shelf-CableManagement,,,,Active,Biltmore Suite 500 Server Room,,DevOps,,,
yatin-test-01,Server,,Super Micro,3x3.5 Inch Bays (1U),,,,Active,NAP Cage 1,,R1-06,30,Front,IPMI: http://10.140.138.110/
,Server,,Dell,R630,,3P7P082,3P7P082,Inventory,NAP Cage 1,,R2-02,36,Front,LOM IP:
,Access Switch,,Cisco,N9K-C93120TX,,CMMSA00ARB,,Active,NAP Cage 1,,R2-R5,45,Rear,
,Server,,Dell,PowerVault MD1200,,6HK00M2,14122212122,Active,NAP Cage 1,,Location pending audit,24,Front,
,Server,,Dell,R640,,8HM6JL2,18479440550,Active,NAP Cage 1,,Location pending audit,23,Front,LOM 10.141.0.134
,Server,,Dell,R640,,95300M2,19898411546,Active,NAP Cage 1,,Location pending audit,22,Front,LOM 10.141.0.135
,Server,,Dell,R740,,CMJYHL2,27485165702,Active,NAP Cage 1,,Location pending audit,20,Front,
,Server,,Dell,R620,,7K60TW1,7K60TW1,Inventory,NAP Cage 1,,R2-02,35,Front,
,Server,,Dell,R830,,2TH70M2,6135964634,Active,NAP Cage 1,,Location pending audit,18,Front,LOM 10.141.0.136
,Server,,Dell,R630,,3P7M082,3P7M082,Inventory,NAP Cage 1,,R2-02,34,Front,
,Management Switch,,Sangoma,Vega 200G,,005058201540,,Active,NAP Cage 1,,R1-02,2,Front,
,Firewall,,Cisco,ASA5516-x,,,,Inventory,NAP Cage 1,,Location pending audit,32,Front,
,Server,,Dell,R630,,,,Active,NAP Cage 1,,Location pending audit,,,LOM 10.141.1.62
,Server,,Dell,R620,,CB1X942,26789747042,Inventory,NAP Cage 1,,Location pending audit,,,
,Access Switch,,Dell,N2048,,,,Inventory,Ops Storage,,,,,
